ID,tenure,predicted_survival_12m,predicted_churn_risk_12m,clv_36m,at_risk_12m,region,marital,ed,retire,gender,voice,internet,forward,custcat
846,6,0.6218883439483753,0.37811165605162467,525.4887966937451,1,Zone 2,Unmarried,High school degree,No,Female,No,No,No,Basic service
847,1,0.396306703638054,0.603693296361946,344.7530061173217,1,Zone 2,Unmarried,High school degree,No,Male,No,Yes,No,Basic service
848,21,0.8407488960280199,0.15925110397198006,736.4021481134289,1,Zone 1,Unmarried,High school degree,No,Female,Yes,Yes,Yes,Total service
849,7,0.7498494978877835,0.25015050211221646,642.3097232879614,1,Zone 3,Unmarried,College degree,No,Male,No,Yes,Yes,Total service
850,65,0.9754079555928884,0.024592044407111602,896.4193953902068,0,Zone 3,Married,Some college,No,Female,Yes,No,Yes,Total service
851,64,0.9125738569854481,0.08742614301455187,818.2306580558572,0,Zone 1,Unmarried,College degree,No,Female,Yes,No,Yes,E-service
852,4,0.8455182552223635,0.15448174477763654,735.6142670947669,1,Zone 3,Unmarried,High school degree,No,Male,No,No,Yes,Plus service
853,67,0.9803070894384764,0.019692910561523558,902.861484826394,0,Zone 1,Married,Some college,No,Female,No,No,Yes,E-service
854,22,0.8567910702027013,0.1432089297972987,753.8941346507523,0,Zone 2,Unmarried,High school degree,No,Male,No,Yes,No,E-service
855,51,0.9586487823383613,0.04135121766163874,874.6660145756578,0,Zone 3,Married,High school degree,No,Female,No,No,Yes,Plus service
856,50,0.8906466765682688,0.10935332343173121,792.426137791997,0,Zone 1,Unmarried,Did not complete high school,No,Female,No,No,Yes,Plus service
857,31,0.9383228687899873,0.061677131210012726,848.6286200975042,0,Zone 1,Married,High school degree,No,Male,No,No,No,Basic service
858,4,0.8333134574965503,0.16668654250344972,722.9753863172612,1,Zone 3,Unmarried,High school degree,No,Female,No,No,Yes,Plus service
859,60,0.9234116927619698,0.07658830723803023,831.2688755269261,0,Zone 3,Unmarried,College degree,No,Male,Yes,Yes,Yes,Total service
860,7,0.8653721668486751,0.13462783315132487,759.4716720565909,0,Zone 3,Married,High school degree,No,Female,No,No,No,Basic service
861,20,0.91256025605945,0.08743974394054999,816.7585865921063,0,Zone 3,Unmarried,College degree,No,Female,No,No,No,E-service
862,19,0.8853346219386761,0.11466537806132393,785.3563894119329,0,Zone 2,Married,Some college,No,Female,No,No,No,Plus service
863,58,0.8722385268659865,0.12776147313401354,771.0698772755974,0,Zone 3,Married,College degree,No,Female,Yes,Yes,Yes,Total service
864,65,0.9410360257146041,0.058963974285395904,852.856198388431,0,Zone 3,Unmarried,Some college,No,Female,Yes,Yes,Yes,Total service
865,72,0.9957472682083774,0.004252731791622555,923.6855592468361,0,Zone 3,Married,Did not complete high school,No,Male,No,No,No,E-service
866,8,0.7504860787861297,0.24951392121387028,643.1776205804296,1,Zone 3,Unmarried,Some college,No,Male,Yes,Yes,Yes,Total service
867,33,0.9100398701427709,0.08996012985722912,814.8777190903593,0,Zone 2,Married,Some college,No,Male,No,No,No,Basic service
868,18,0.8979236050629698,0.10207639493703025,799.5102800783299,0,Zone 3,Married,High school degree,No,Female,Yes,No,Yes,Total service
869,24,0.9192650518524454,0.08073494814755455,825.1435088885972,0,Zone 2,Married,High school degree,No,Male,No,No,Yes,Plus service
870,70,0.9316625005564777,0.0683374994435223,841.3428369286602,0,Zone 3,Unmarried,Did not complete high school,No,Female,No,No,No,E-service
871,7,0.7285369774628325,0.2714630225371675,622.0361100572419,1,Zone 1,Unmarried,College degree,No,Male,Yes,Yes,No,Total service
872,70,0.9819233737757809,0.018076626224219128,905.0263383625252,0,Zone 3,Unmarried,Did not complete high school,No,Female,No,No,Yes,Plus service
873,20,0.9685876981097427,0.031412301890257344,885.452902342374,0,Zone 2,Married,Some college,No,Female,Yes,No,Yes,Plus service
874,54,0.9505035577732758,0.049496442226724224,864.4890783842568,0,Zone 3,Married,Did not complete high school,No,Male,No,No,No,E-service
875,36,0.9394300306109677,0.06056996938903225,850.2611020310806,0,Zone 3,Unmarried,Did not complete high school,No,Male,No,No,No,Basic service
876,71,0.9877407528122875,0.01225924718771254,912.7781081573768,0,Zone 3,Married,College degree,No,Female,No,No,Yes,Plus service
877,17,0.9057054698018373,0.0942945301981627,808.2780019657971,0,Zone 1,Unmarried,High school degree,No,Male,No,No,Yes,Plus service
878,18,0.9765954326697799,0.023404567330220116,895.7118287278274,0,Zone 1,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
879,16,0.890949185665989,0.10905081433401098,791.2015328384513,0,Zone 1,Unmarried,Post-undergraduate degree,No,Female,No,No,Yes,Total service
880,38,0.872951029821192,0.127048970178808,772.183014916102,0,Zone 3,Married,High school degree,No,Female,No,Yes,No,E-service
881,52,0.9231829395939151,0.07681706040608494,830.9396781570402,0,Zone 1,Married,Some college,No,Female,Yes,Yes,Yes,Total service
882,46,0.9096852785402341,0.09031472145976593,814.7528759451016,0,Zone 1,Married,Some college,No,Male,Yes,Yes,Yes,Total service
883,31,0.9195628469480301,0.08043715305196986,826.0393564085615,0,Zone 2,Unmarried,College degree,No,Male,No,Yes,Yes,Plus service
884,23,0.8332262064323739,0.16677379356762612,728.3662073571736,1,Zone 2,Unmarried,College degree,No,Male,No,Yes,No,E-service
885,38,0.9798784408759859,0.020121559124014143,901.6660814885852,0,Zone 2,Married,High school degree,No,Female,No,Yes,Yes,Plus service
886,50,0.9623359934924453,0.03766400650755475,879.3194099593447,0,Zone 2,Unmarried,Some college,No,Female,No,No,Yes,Plus service
887,16,0.8796804026909094,0.12031959730909059,778.5342093551291,0,Zone 2,Unmarried,High school degree,No,Male,Yes,Yes,Yes,Total service
888,14,0.7955128618324963,0.20448713816750375,688.5974606388987,1,Zone 2,Married,College degree,No,Female,Yes,Yes,Yes,Total service
889,30,0.9463011812544344,0.05369881874556559,858.3554278110965,0,Zone 2,Unmarried,Some college,No,Female,No,Yes,No,E-service
890,22,0.846140489972075,0.15385951002792497,742.2740118445431,1,Zone 3,Married,College degree,No,Female,Yes,Yes,Yes,Total service
891,38,0.9233827232624748,0.07661727673752516,830.9048977915461,0,Zone 1,Married,High school degree,No,Male,Yes,Yes,Yes,Total service
892,59,0.87216615699476,0.12783384300524003,770.9658770841983,0,Zone 3,Married,College degree,No,Female,No,Yes,No,E-service
893,54,0.9124666799861487,0.08753332001385128,818.10499313809,0,Zone 2,Unmarried,Some college,No,Male,Yes,No,Yes,Plus service
894,9,0.8112115937250877,0.18878840627491233,703.6862443225051,1,Zone 3,Unmarried,College degree,No,Female,Yes,Yes,Yes,Total service
895,67,0.9917082372985832,0.00829176270141685,918.1044208802223,0,Zone 1,Married,High school degree,No,Female,No,Yes,No,E-service
896,24,0.9003307433842104,0.09966925661578963,803.0154512117958,0,Zone 2,Unmarried,Some college,No,Female,No,No,No,Basic service
897,12,0.9615000414425019,0.038499958557498104,874.4751805574543,0,Zone 2,Married,Did not complete high school,No,Female,No,Yes,No,E-service
898,26,0.8628912078088498,0.13710879219115024,760.7902308471007,0,Zone 1,Unmarried,Some college,No,Male,Yes,Yes,No,E-service
899,3,0.844880759367666,0.15511924063233395,733.547718636096,1,Zone 2,Unmarried,High school degree,No,Male,Yes,No,Yes,Total service
900,20,0.7968942164339594,0.2031057835660406,690.1374792392276,1,Zone 2,Unmarried,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service
901,5,0.8647665890560549,0.13523341094394514,757.114208651964,0,Zone 3,Married,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service
902,58,0.9167620040852335,0.08323799591476655,823.2519700189448,0,Zone 3,Unmarried,Some college,No,Female,Yes,Yes,Yes,Total service
903,54,0.8571836980812807,0.1428163019187193,754.0610941939616,0,Zone 1,Married,Some college,No,Male,No,No,No,Basic service
904,52,0.8640226176556204,0.13597738234437962,761.8427227640823,0,Zone 2,Unmarried,Some college,No,Female,No,No,No,Basic service
905,38,0.8718391894127536,0.12816081058724638,770.9241054919551,0,Zone 2,Married,Did not complete high school,No,Female,No,No,No,Basic service
906,19,0.8448638643120312,0.1551361356879688,740.7254342746443,1,Zone 2,Unmarried,Some college,No,Male,No,No,No,Basic service
907,22,0.8309444779061086,0.1690555220938914,725.9077365324528,1,Zone 2,Married,Did not complete high school,No,Male,No,No,No,Basic service
908,49,0.9604376614872618,0.03956233851273816,876.8833690105895,0,Zone 1,Married,College degree,No,Male,No,No,No,E-service
909,5,0.8903261154435702,0.10967388455642979,785.0540266898159,0,Zone 3,Unmarried,Did not complete high school,No,Female,No,No,Yes,Plus service
910,18,0.9794123502251197,0.020587649774880257,899.5064214748342,0,Zone 2,Unmarried,Did not complete high school,Yes,Male,No,No,No,Basic service
911,43,0.8822405837203109,0.11775941627968911,782.7549396156144,0,Zone 3,Unmarried,Did not complete high school,No,Female,No,No,Yes,Plus service
912,17,0.8090271173370066,0.1909728826629934,702.6746868368682,1,Zone 3,Unmarried,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service
913,37,0.903905254058239,0.09609474594176104,807.8074415899983,0,Zone 2,Unmarried,Some college,No,Female,No,No,No,E-service
914,8,0.7596465452266905,0.2403534547733095,652.0407423745615,1,Zone 2,Unmarried,Did not complete high school,No,Female,No,No,No,Basic service
915,51,0.9564300740103692,0.04356992598963083,871.865156935158,0,Zone 2,Married,High school degree,No,Female,No,No,Yes,Plus service
916,71,0.9572128312491687,0.04278716875083133,873.1426261111345,0,Zone 1,Married,Did not complete high school,No,Female,Yes,No,Yes,Plus service
917,56,0.9480254248856981,0.051974575114301924,861.4305686391572,0,Zone 1,Married,Post-undergraduate degree,No,Female,Yes,Yes,No,E-service
918,70,0.9834751673200092,0.01652483267999083,907.0803556181786,0,Zone 3,Unmarried,High school degree,No,Male,No,No,Yes,Plus service
919,62,0.9593777686416238,0.04062223135837617,875.7843367066874,0,Zone 1,Unmarried,Some college,No,Female,No,No,Yes,Plus service
920,50,0.9757910357367499,0.024208964263250143,896.655279303509,0,Zone 1,Married,High school degree,No,Female,Yes,No,Yes,Total service
921,1,0.5000943914813006,0.49990560851869936,425.341055040372,1,Zone 3,Unmarried,Post-undergraduate degree,No,Female,No,Yes,No,Basic service
922,15,0.6711651669447103,0.3288348330552897,568.054241791069,1,Zone 3,Unmarried,College degree,No,Male,Yes,Yes,Yes,Total service
923,72,0.9886775113951763,0.011322488604823655,914.0448705513132,0,Zone 3,Married,Some college,No,Female,No,No,No,E-service
924,69,0.961617133427668,0.03838286657233203,878.7130716096076,0,Zone 2,Married,High school degree,No,Male,No,No,Yes,Plus service
925,32,0.9335684300764001,0.06643156992359989,842.9085766606863,0,Zone 2,Unmarried,High school degree,No,Male,No,No,Yes,Plus service
926,19,0.8533812090293672,0.1466187909706328,749.9569935006357,0,Zone 1,Married,College degree,No,Female,Yes,No,Yes,Plus service
927,42,0.9127613936094505,0.08723860639054948,818.3434338695289,0,Zone 2,Unmarried,Some college,No,Female,Yes,Yes,No,Total service
928,51,0.9447824777036804,0.0552175222963196,857.3145367297825,0,Zone 3,Unmarried,Did not complete high school,No,Male,No,No,No,Basic service
929,32,0.8411106841729702,0.1588893158270298,736.8352756358931,1,Zone 2,Married,High school degree,No,Female,Yes,No,Yes,Plus service
930,26,0.9798177089016965,0.020182291098303495,900.9176236251294,0,Zone 3,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
931,39,0.9525164566138673,0.0474835433861327,866.5827219300791,0,Zone 2,Married,College degree,No,Male,Yes,No,Yes,Total service
932,72,0.9296029273211476,0.07039707267885242,838.8256555236471,0,Zone 2,Unmarried,High school degree,No,Female,No,Yes,Yes,Total service
933,4,0.7905330127388558,0.2094669872611442,680.0215561705112,1,Zone 2,Unmarried,College degree,No,Male,Yes,Yes,Yes,Total service
934,54,0.95725826286954,0.042741737130460034,872.9722816506271,0,Zone 2,Married,College degree,No,Male,No,No,Yes,Plus service
935,34,0.9408481518766425,0.0591518481233575,851.8977012849069,0,Zone 1,Married,College degree,No,Female,No,Yes,Yes,Total service
936,20,0.6959502666412272,0.30404973335877283,590.2900653407476,1,Zone 1,Married,College degree,No,Female,No,Yes,Yes,Basic service
937,14,0.8480695162319004,0.1519304837680996,743.5562198129301,1,Zone 3,Unmarried,Did not complete high school,No,Male,No,No,No,Basic service
938,61,0.9814783962336632,0.018521603766336825,904.3291194565418,0,Zone 1,Unmarried,Did not complete high school,Yes,Female,No,No,No,Plus service
939,4,0.3632605826643642,0.6367394173356358,317.63372295128175,1,Zone 2,Unmarried,College degree,No,Male,Yes,Yes,No,Basic service
940,16,0.9778600644196549,0.022139935580345105,897.0761469025524,0,Zone 3,Unmarried,High school degree,No,Male,No,No,Yes,Plus service
941,13,0.8369900071662,0.16300999283380002,731.5474492491,1,Zone 1,Unmarried,High school degree,No,Female,No,No,No,Basic service
942,53,0.930992857464905,0.06900714253509499,840.4137278594873,0,Zone 2,Married,Some college,No,Female,No,Yes,No,E-service
943,58,0.8913786410311133,0.1086213589688867,793.2102559071308,0,Zone 2,Married,High school degree,No,Female,Yes,Yes,Yes,Total service
944,25,0.9432048586818166,0.05679514131818342,854.0980065871354,0,Zone 2,Married,Did not complete high school,No,Female,Yes,No,No,Plus service
945,71,0.9854277570194555,0.014572242980544492,909.6857674694727,0,Zone 1,Married,Some college,No,Male,No,No,Yes,Plus service
946,22,0.8505294595546217,0.14947054044537833,747.0472233500744,0,Zone 1,Married,Post-undergraduate degree,No,Female,Yes,Yes,No,Total service
947,46,0.9707323356481068,0.029267664351893208,889.9771160751578,0,Zone 1,Married,Some college,No,Male,No,No,Yes,Plus service
948,66,0.9240230471643949,0.07597695283560513,832.02396164443,0,Zone 3,Married,Post-undergraduate degree,No,Male,No,Yes,No,E-service
949,69,0.9651899549080771,0.03481004509192287,883.2741452964269,0,Zone 1,Married,High school degree,No,Female,Yes,Yes,Yes,Total service
950,38,0.914894959083358,0.08510504091664195,820.78281760525,0,Zone 2,Married,College degree,No,Male,No,Yes,No,E-service
951,16,0.8008578602447395,0.19914213975526052,694.1878546543059,1,Zone 3,Unmarried,Some college,No,Male,No,No,No,Basic service
952,44,0.8737995885249569,0.12620041147504313,773.0974357735836,0,Zone 3,Married,High school degree,No,Male,Yes,Yes,Yes,Total service
953,50,0.9708002707013303,0.029199729298669652,890.171250259952,0,Zone 1,Unmarried,Did not complete high school,No,Male,No,No,Yes,Plus service
954,10,0.6195113014038875,0.38048869859611245,522.6614799224543,1,Zone 3,Unmarried,College degree,No,Female,Yes,Yes,Yes,Total service
955,7,0.8928739092057629,0.10712609079423707,789.724775784102,0,Zone 2,Unmarried,High school degree,No,Male,Yes,No,Yes,Total service
956,71,0.938415734978486,0.06158426502151404,849.6521658218871,0,Zone 3,Unmarried,Some college,No,Male,No,No,Yes,Basic service
957,16,0.8638237612152343,0.1361762387847657,760.9958616395163,0,Zone 3,Married,Did not complete high school,No,Female,No,No,No,Basic service
958,6,0.7787741879488546,0.22122581205114544,669.9489826320039,1,Zone 3,Unmarried,High school degree,No,Female,No,No,Yes,Plus service
959,46,0.9768028319375709,0.023197168062429108,897.8770373399667,0,Zone 2,Unmarried,High school degree,No,Male,No,No,Yes,Plus service
960,51,0.9504051234862227,0.04959487651377725,864.3075916295957,0,Zone 3,Married,Some college,No,Male,Yes,No,Yes,Plus service
961,5,0.7280104313713023,0.2719895686286977,620.8947834570478,1,Zone 3,Unmarried,High school degree,No,Male,Yes,No,Yes,Basic service
962,49,0.9610907520134643,0.03890924798653572,877.712017779132,0,Zone 2,Married,High school degree,No,Female,No,No,No,Basic service
963,49,0.9476409552330611,0.05235904476693887,860.8196453045747,0,Zone 3,Married,Post-undergraduate degree,No,Male,No,Yes,No,E-service
964,26,0.8344099094070302,0.1655900905929698,729.64791901414,1,Zone 1,Married,Some college,No,Male,No,No,No,Basic service
965,22,0.7809918606092267,0.21900813939077335,673.7284746458101,1,Zone 3,Unmarried,High school degree,No,Female,Yes,Yes,Yes,Total service
966,51,0.8830199176233359,0.11698008237666413,783.5838444267403,0,Zone 3,Married,Some college,No,Male,Yes,Yes,Yes,Total service
967,19,0.789786979844677,0.21021302015532295,682.8482334740272,1,Zone 1,Married,College degree,No,Male,Yes,Yes,Yes,Total service
968,9,0.8094452780435782,0.19055472195642176,701.8830763772364,1,Zone 1,Unmarried,Some college,No,Female,Yes,No,Yes,Plus service
969,15,0.7680409405408319,0.23195905945916806,660.9310564670526,1,Zone 3,Married,Some college,No,Female,No,No,No,Basic service
970,57,0.9780410052195637,0.02195899478043628,899.7412527478857,0,Zone 2,Unmarried,Did not complete high school,No,Male,No,No,Yes,Plus service
971,48,0.9017788279899951,0.09822117201000491,805.4394263025956,0,Zone 3,Unmarried,Did not complete high school,No,Female,No,No,No,Basic service
972,9,0.966952289353561,0.033047710646438966,880.3814061201451,0,Zone 2,Married,High school degree,No,Female,No,No,No,Basic service
973,61,0.9685408776097215,0.03145912239027848,887.4707710448516,0,Zone 1,Unmarried,Did not complete high school,No,Male,No,No,Yes,Plus service
974,72,0.9834649935785351,0.016535006421464882,907.0864465663058,0,Zone 3,Unmarried,Did not complete high school,No,Male,No,No,Yes,Plus service
975,57,0.9762348516851894,0.02376514831481058,897.3771285223565,0,Zone 3,Unmarried,High school degree,Yes,Female,No,No,Yes,Plus service
976,57,0.9173231372533313,0.08267686274666874,823.9226709220096,0,Zone 2,Unmarried,Did not complete high school,No,Male,No,Yes,No,E-service
977,37,0.9643154601923444,0.035684539807655624,881.3961539586745,0,Zone 1,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
978,45,0.9090393746379951,0.09096062536200489,813.9783602227457,0,Zone 3,Unmarried,College degree,No,Male,No,No,No,Basic service
979,45,0.8560755651646647,0.14392443483533535,753.0665931252032,0,Zone 3,Married,Did not complete high school,No,Female,No,Yes,No,Basic service
980,55,0.9628911891655209,0.037108810834479145,880.134496909564,0,Zone 2,Unmarried,Did not complete high school,No,Female,No,No,Yes,Plus service
981,24,0.8225759133555349,0.17742408664446507,716.9913942378241,1,Zone 2,Unmarried,Some college,No,Male,Yes,No,No,E-service
982,1,0.255653329980055,0.744346670019945,238.6496080667461,1,Zone 3,Unmarried,Some college,No,Male,Yes,Yes,No,Basic service
983,34,0.8897409207916704,0.11025907920832956,791.310192179048,0,Zone 2,Married,Did not complete high school,No,Female,No,No,Yes,Plus service
984,14,0.8540115842555188,0.14598841574448118,749.9566930799753,0,Zone 3,Married,Some college,No,Female,No,No,No,Basic service
985,6,0.9079849725598779,0.09201502744012213,806.0432632098837,0,Zone 3,Unmarried,Did not complete high school,No,Male,No,No,Yes,Plus service
986,24,0.7274042877309632,0.2725957122690368,619.9561875289434,1,Zone 3,Unmarried,College degree,No,Male,Yes,Yes,Yes,Total service
987,3,0.8917858242770721,0.10821417572292791,783.918140052585,0,Zone 2,Married,College degree,No,Female,Yes,No,Yes,Total service
988,4,0.6268474965233624,0.37315250347663764,529.8032635088204,1,Zone 1,Unmarried,College degree,No,Male,Yes,Yes,Yes,Total service
989,72,0.972098477886193,0.02790152211380703,892.2009426148409,0,Zone 1,Married,College degree,No,Male,No,No,No,E-service
990,44,0.9446612270065866,0.05533877299341339,856.9956390430376,0,Zone 1,Unmarried,High school degree,No,Female,No,No,No,Plus service
991,50,0.9245921473100238,0.07540785268997618,832.6171802079457,0,Zone 1,Unmarried,Some college,No,Male,No,No,Yes,Plus service
992,61,0.9507933465188725,0.049206653481127516,864.9573566166467,0,Zone 2,Married,High school degree,No,Female,No,Yes,Yes,E-service
993,34,0.9038388540925564,0.09616114590744362,807.6466498702534,0,Zone 1,Married,High school degree,No,Male,No,Yes,Yes,Plus service
994,26,0.9953907978457008,0.0046092021542991635,922.5760757937255,0,Zone 3,Married,Some college,No,Female,No,No,Yes,Total service
995,15,0.9130429956025451,0.0869570043974549,816.344336907663,0,Zone 1,Married,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service
996,10,0.7644523797797017,0.2355476202202983,657.1120981351986,1,Zone 3,Unmarried,Some college,No,Female,No,No,No,Basic service
997,7,0.7394059597438948,0.2605940402561052,632.3310389888325,1,Zone 1,Unmarried,Post-undergraduate degree,No,Female,No,No,No,Basic service
998,67,0.9671413683253481,0.03285863167465186,885.7531515352997,0,Zone 3,Unmarried,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service
999,70,0.942412864712904,0.057587135287096025,854.5950188174137,0,Zone 3,Unmarried,High school degree,No,Female,Yes,No,Yes,Plus service
1000,50,0.9002101274036537,0.09978987259634631,803.5988802196761,0,Zone 3,Married,Some college,No,Female,No,Yes,No,E-service
